analysis_id,qc_type,CE 18:1,CE 18:1 d7 (ISTD),Cer d18:1/16:0,Cer d18:1/24:0,Cer d18:1/25:0 (ISTD),LPC 18:1 (a),LPC 18:1 (ab) d7 (ISTD),LPC 18:1 (b),PC 28:0|SM 32:1 M+3,PC 32:1,PC 33:1 d7 (ISTD),PC 40:6,PC 40:8,PE 33:1 d7 (ISTD),PE 34:1,PE P-16:0/18:1 [-FA-HG],PE P-16:0/18:1 [-FA],PI 33:1 d7 (ISTD),PI 34:1,SM 32:1,SM 34:1,SM 36:2 d9 (ISTD),TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:1 d7 (ISTD) [-15:0],TG 48:1 d7 (ISTD) [SIM],TG 48:2 [-16:0],TG 48:2 [-18:1],TG 48:2 [SIM]
Longit_batch1_PQC 01,BQC,1486214.4,324582.03,77928.836,2020369.9,2081217.9,1416963.8,5349148.5,5669262.5,126330.336,2271303,4283078.5,4014293.5,305439.84,39966.348,170068.06,28454.332,40041.473,35819.766,93595.35,4416494,49293816,558817.25,2605853.5,8933722,1319445.6,1577149.1,2029894,1770872.4,8112019.5
Longit_batch1_PQC 02,BQC,1569265,338513.28,75637.51,1984064.3,2480404.5,1702310.1,5329761,5475779,117033.01,2826087.5,3660951,4119683,242810.72,38404.9,200865.13,31798.578,51769.72,33582.332,119471.34,4002813.3,44616348,581419.3,2460761.3,9254113,1520474,1600784.1,2084270.1,1708180.5,8546843
Longit_batch1_1,SPL,1573621.1,530348.4,49672.75,1107074.1,2653277,988266.2,5186866.5,3621309.5,40132.188,2155529,4553114.5,3936833,145023.02,41999.03,127769.83,17798.963,20762.572,36534.414,55985.363,2522533.3,41761310,629860.5,429778.2,1780882.5,2214716,2851398.5,360010.03,360340.56,1524665.5
Longit_batch1_2,SPL,1308533.6,410064.66,74766.445,1640502.8,2608967.5,1140271.8,5315330,3631758,53429.016,1964735.1,4111848.3,2533323.3,167260.8,37087.863,129445.83,23026.848,24793.064,41733.715,65027.703,2127864.5,34176040,666595.6,2343340,7950795,1441621.3,1728052.9,1873111.5,1082396.9,6348033.5
Longit_batch1_3,SPL,1362724.6,277761.75,67908.58,1609288.6,2776654.3,1009904.44,5171530.5,3443979.5,145146.72,2242118.3,4146759,3077784,228007.5,41786.063,267353.03,33126.777,37138.105,37823.668,173453.5,4126316.3,40877316,616984.7,4618211,18501808,1042791.2,1209758.5,3898490.8,3344266.3,16506369
Longit_batch1_4,SPL,1449121.3,441373.8,49407.64,1612582.1,2815603,1218738,5440278.5,4627343,72253.984,2192041.3,4291139,4311029,281066.8,52043.95,96629.7,31740.395,30987.162,33826.35,91508.664,4403027,43677764,519119.13,748533.8,2749448.8,2039641.9,2717169.8,586698,454897.2,2188397.5
Longit_batch1_5,SPL,1387773.4,307628.44,60770.414,2174136.8,2867586.3,2403009.8,5258220,12390146,228458.63,1902032.8,3754083.8,5256175.5,296444.38,50698.547,306664.53,35109.45,55034.71,35753.516,130067.73,2928958.3,37455704,562411.94,5879945.5,20019120,1101171,1419648.1,5630539,3849893,18739486
Longit_batch1_6,SPL,1563150,407863.25,78317.42,1696333.5,2515805,1256650.1,4980383.5,5208904,93427.28,2716682.8,3525319.8,4160986,307558.94,53262.07,149224.89,37136.844,41785.043,38039.973,82531.09,4585247.5,48819790,544765.4,837684.2,2515767.3,1982113.4,2315911.3,614119,1141325.3,3524850
Longit_batch1_7,SPL,1127506,322124.5,73988.8,1869770.3,2357187.5,912169.25,5143323,3042124.5,70300.4,2250165.5,4354927.5,2423499.5,152751.56,50143.664,196166.13,34268.883,28270.71,37821.574,73758.54,2916091.5,35445210,621743.94,2004490.3,7636546.5,1569098.3,1856128,1560517.3,1483822.1,7440223.5
Longit_batch1_8,SPL,1543076.3,331950.47,74312.45,1984453.6,2732985.5,1614426.5,4767526,5277623.5,73467.17,2639325,4207699.5,4340692,275045.6,43071.027,209944.78,47071.676,38144.605,36021.965,109033.336,2332594,44373170,712150.8,2402801,7506095.5,1539442,1972441,1574849.6,1246883.4,6244091.5
Longit_batch1_9,SPL,1044578.8,237702.7,96387.086,2165045.5,2964194.3,1118776.5,5310116,3897695.5,144654.11,2037580.3,4086648.8,3147163.5,173273.4,49330.285,274109.94,27471.709,25762.744,41975.19,121931.375,3791612,39109964,553066.56,5208250.5,20435800,968946,1123138.4,4246911,3789836,16893076
Longit_batch1_10,SPL,1217422.4,383811.88,57919.56,1570448.9,2715238.3,1600480.1,5027325,5862177.5,73825.96,1882448,4249919.5,2127759,191886,50180.184,123371.164,29607.045,29287.135,33850.402,93999.21,2973713,39464212,637067.5,976589.8,2810723.3,1612693.8,1873115,722089.56,723031.4,2710962
Longit_batch1_PQC 03,BQC,1450358.5,274787.13,67630.29,2027750.4,2723738,1439534.8,5229331,5533867.5,155919.89,2531052,3943093,4071131.8,266433.56,44226.066,190473.3,27935.6,28226.05,30730.086,87275.984,3808369.3,45178600,661233.56,2605331.8,8841166,1273217.8,1658749.5,2266070.3,1684707.4,8486726
Longit_batch1_11,SPL,1118627.8,383961.7,69257.664,1347859.9,2946506,1114963.9,5265490,4381834,57395.88,1945089,4329256,3194517,200510.48,36745.484,134287.31,24598.107,35042.76,34371.11,94940.24,3421519.8,41398096,749367.6,508506.56,2699159.8,1970069.8,2225603.8,495348.75,282133.97,1565891.9
Longit_batch1_12,SPL,969999.56,285969.1,68468.766,1915030,2480767.3,1179027.3,5195695,4760968,330234.03,1636726.8,3820578,2266772.5,167124.28,45388.51,222365.3,34530.91,43335.105,36053.76,85801.84,2894921.8,38271240,570391.2,3835853.3,12571215,1328351.3,1788469.8,3021388,3643833.5,12478279
Longit_batch1_13,SPL,1350359.3,398531.3,52802.938,1192134.4,2603643.3,1274072.4,5257159,4349594,48631.387,1836035.5,3556512.3,2906667.8,185588.31,34493.605,101828.734,26224.18,27292.55,35906.03,72183.28,3073558.3,41714520,658852.7,285040.66,1067614.5,2340138.3,2624078,245274.84,165641.86,833856
Longit_batch1_14,SPL,1346962.8,279520.5,63157.348,1973675.9,3016201,1485730.6,5049695.5,5149697.5,125756.19,2395345.3,3748092.3,4654476.5,262414.72,32834.285,237143.73,29001.254,29073.395,31498.871,87511.086,4539449.5,40223908,553914.6,3038399,10883182,1413981.5,1687780.3,2573712,2245244.3,10844377
Longit_batch1_15,SPL,1546866.9,385812.06,58045.24,1185662.4,2754321,1939581.8,5903660,6296679,67846.71,2356357,4411757.5,2648054.3,211421.13,50846.535,184376.33,23556.453,39413.35,39589.32,55343.137,3056019,45708460,523945.5,931986.2,3261059.3,1967971.1,2161977.3,1033196.8,1020838.6,4614985
Longit_batch1_16,SPL,1407493.4,482765.16,47011.984,989923.1,2864559,1351124,5377318.5,4574385,61137.28,1600346.5,3695453.3,2527527.8,147110.8,33883.445,158057.45,27275.465,24402.514,36535.566,67601.06,2719112.3,41243670,560212.3,737741.44,2461176.8,1959510.1,2185767.8,602075.5,663890.56,2678388.8
Longit_batch1_17,SPL,1378911.3,346598,54524.59,1194850.3,2448088.5,1441317,5300058,5503215.5,177836.95,1740901,4329291.5,3530081,226704.73,38061.207,150779.25,27235.668,38459.21,39247.594,79377.63,3301005,39703070,566550.56,1834416,6488640,1468821.8,1784896.6,1472839.3,1375452.3,6251346.5
Longit_batch1_18,SPL,1346687.8,331381.38,85221.22,1667314.9,2756693.5,1240779.4,5077949.5,4441022,98744.04,1822822.8,4132553,3800059.8,227595.98,47213.156,205623.23,26366.156,32452.96,28628.213,128059.234,3645635.5,47377170,625997.44,2141553.5,7119018,1729203.3,1864284.8,1425949.4,1421775,6599787.5
Longit_batch1_19,SPL,1406974.1,319648.84,82399.56,1841056.5,3128090.8,1579943.6,5290441,5065507,52456.42,2777549,3592228,5870196,249627.53,40735.34,183092.88,17860.324,22951.342,35869.336,95552.36,3964722.3,41539376,489984.38,1998588.8,6532435,1685478.1,1791756.5,1659686.1,997580.9,4442626
Longit_batch1_20,SPL,1024793,427749.38,70782.71,1606155.9,2784514.3,900868.4,5066425.5,3154664.5,171977.64,1931708.5,4454091,2769720,129870.57,59556.707,129630.72,24308.855,32082.229,33413.027,53175.414,2517431.8,37521270,625289.3,3644390.5,10243816,1313354.5,1845961.3,2499071.5,2351950.8,9404799
Longit_batch1_PQC 04,BQC,1378497.8,290460.7,77058.11,2207648.3,2348075.3,1851123.4,5151951,7536670.5,123404.766,2613058.5,3605092.5,3913959,288936,43355.617,234314.33,32915.668,28436.318,34168.277,96413.414,3880313.8,44151204,509544.44,2655758.3,8872052,1329960.1,1805555.4,2053287.4,1510896.5,6777404.5
Longit_batch1_21,SPL,1294260,315052.75,90874.03,2413227,3127396.5,2030481.4,4950144.5,7347229,141638.2,2615872.8,4568214.5,3754802.8,200334.13,41661.56,197650.83,35333,40954.848,35474.06,57537.22,3318729,41752590,580691.3,2303045.3,8101313.5,1228809.1,1499461,1911860.8,1743617.3,7047883
Longit_batch1_22,SPL,1059020.5,275566.6,69383.9,1518694.8,2545850.5,1041576.44,4934215.5,3694746.8,150485.06,2271667.5,4127197,4024329,226797.78,35418.297,197143.58,20313.006,18763.635,30749.1,81178.43,3339598.8,41678596,576683.6,3035010.5,11052219,1455209.8,2126087,2293884.8,1514298,8096537
Longit_batch1_23,SPL,1393696.8,293137.34,65562.67,2208915.3,2672077,1503305.5,5115249.5,5758806.5,74271.87,2547563.5,3708766.3,4155696,348226.8,51656.414,137631.14,22792.703,30578.867,33190.207,120752.59,3507969,40642080,515117.7,2019307.3,5256384,1218458.1,1492373.9,1255027.3,1292054.8,6331465.5
Longit_batch1_24,SPL,1370466.1,341376.4,83137.625,1836291.1,2905946.8,1594972.9,5491641.5,6604720,40823.82,2242583.3,4268936,4471837.5,251805.56,48520.527,135105.14,16299.886,19796.62,43023.973,81482.01,2909053.8,39656184,550032.2,989237.94,3204479,1506333.8,1854035.8,842507.4,595468.25,2887097
Longit_batch1_25,SPL,911836.4,379221.56,84554.45,1627585,2627902.5,1073188.6,5459175.5,3902906.8,53321.26,2967751,4381493.5,2813790.5,161124.56,40853.402,162687.55,32832.383,37370.227,43990.49,61236.473,2414814.3,40822320,583961.3,1628348.8,4565824.5,1456735.1,1608381.1,1056928.5,856557.4,4851543.5
Longit_batch1_26,SPL,1309166,237352.89,69403.24,1785971.1,2980743.5,1528292.5,5379774.5,6018613.5,486552.7,1520067.9,4090458.8,3427560.5,189456.73,35994.35,213971.1,23045.346,32983.047,32734.57,175214.72,3969023,40465856,530062.8,6549056,19091572,1067897.6,1416824.3,3939632,5393458,19777774
Longit_batch1_27,SPL,966440.6,222222.5,74669.5,1826555.8,2176932.8,1363803.5,5411916,5118965,403505.9,1725027.6,3637086.5,4237453,232977.84,36289.492,354180.94,23292.838,25443.32,28682.537,203798.2,3533886.3,36089012,548571.56,9524755,32759558,649408.6,866841.75,7590095,9266928,33284768
Longit_batch1_28,SPL,1328103.3,327006.16,61039.87,1677307.9,2635294.5,1332857.8,5272914.5,4302267,65034.97,2435545.5,4497653,3859951.5,254419.13,44593.617,118111.79,33081.773,44459.45,34038.633,69815.9,4366034,47893052,544558.3,613518.5,1866589,1823716.3,2100382,551075.9,532704.9,2065467
Longit_batch1_29,SPL,1106339,357494.94,62531.45,1495040.1,3039964.5,1309950.3,5056930.5,4824391,108149.35,1681232.3,3587727.3,4172224.8,280790.3,54052.76,107354.84,27124.295,38544.47,28534.234,73190.37,3306901.8,40476576,606317.7,1335609.9,3906155,1863284,2219315.8,1049940.8,1121377.8,4152708.3
Longit_batch1_30,SPL,1606394.6,398107.4,69334.555,1832818.6,2440727,1587394.1,5523765,5348659.5,60453.395,2086279.9,3555948.8,4745529,325780.63,38483.438,75677.336,33332.953,35167.977,36457.11,52703.074,2814691.8,44106060,534930.94,654801.4,2305136.8,2002103.5,2423809.5,500021.06,342212.25,1740879.3
Longit_batch1_PQC 05,BQC,1349098,311033.84,76926.195,1798319.3,2392696.5,1297392.1,5066727,4978526,105361.875,2120175.8,3502428,3431173,229025.48,36052.316,204833.64,23480.654,33943.324,30958.844,84091.53,3514044.5,42948732,513374.66,2255589.8,7574164.5,1274027.6,1614478.9,1830791,1425315,6792700.5
Longit_batch1_31,SPL,1489284.6,288603.28,67601.29,2090851.9,2533148,918117.4,5051500.5,3614746.3,73776.28,2455024.5,3830352,4371727,202254.06,38322.184,162656.97,21944.313,34140.37,30224.91,57381.004,4176356.3,44725656,523143.8,1508916.8,5692841,1668773.6,2025553.1,1263614.1,1025705.4,4314424
Longit_batch1_32,SPL,1297614.1,323812.13,58472.293,1501126.4,2943368.5,1027124.5,4888052,3280424,76899.336,1546075.8,3617244.8,2458254.8,198281.28,42045.707,216031.31,20148.928,36843.13,35421.945,78735.695,2510122.3,34642850,601000.56,2059726,6849335.5,1260940.3,1727915,1838656.9,1180378.6,8234282
Longit_batch1_33,SPL,1401762.4,436399.63,49853.117,1031230.75,2469306.8,1020998.8,5154483.5,3375606.5,40043.63,2017540.3,4274526.5,3949111.5,173845.63,48389.37,84926.12,33346.58,32315.91,39896.594,72347.836,3346190.3,37930348,532133.3,519925.6,2034358.9,1737250.1,2238362,475153.8,413069.47,2189374.5
Longit_batch1_34,SPL,1260825.3,327467.06,52218.17,1028428.25,2824663,1293691,5006448.5,4908709,156260.4,1518568.9,4165004.5,2529963,179860.81,48958.86,173030.69,31898.441,29297.809,28467.06,84250.16,3035330.5,41588016,653517.1,1145291,2802245.5,1638872.5,1906679,727570.2,1183959.8,3556681
Longit_batch1_35,SPL,1149273.1,333242.34,75424.766,1664703.1,2586007.5,1910790.3,5393066.5,7273414.5,173926.31,2338460.3,3679895.3,4810821.5,300489.7,30984.697,117193.88,23756.623,30812.27,30326.824,72793.24,2761975.8,41143230,497761.7,2634162.8,9698781,1533052.8,1897068,1998298.6,1590441.9,8215309
Longit_batch1_36,SPL,1041555.4,322176.5,56579.574,1806524.6,2012543.6,1094481,4984339.5,3797084.3,161820.2,1666627.5,3891039,2449452.5,207648.58,39247.87,190429.17,26577.846,29696.334,31947.158,116550.73,3002080.3,34463624,628619.3,2830175,10437472,1296357,1674642.8,2202435.5,1795119.9,9583208
Longit_batch1_37,SPL,1476573.8,368683.25,76132.11,1536001.3,2482239.5,1453491.8,4973121.5,5040184,120865.99,3156313.3,3658795.3,4422274,254050.92,38272.21,98329.46,39129.324,36853.2,28164.305,69465.06,4728473,50621380,504358.94,527647.4,1843847.1,2015466.5,2395922.3,400027.03,518804.66,1910449
Longit_batch1_38,SPL,782402.44,204040.66,80301.8,1883116,2638131.3,1211902,5333208.5,5020883.5,84965.07,1660943.8,3979806,3934254,193988.83,47279.86,228306.05,18971.137,23775.826,38367.875,141437.25,2976024.5,37705612,554644.1,4079025,16436561,730726,819526,5501187,3404628.3,16842356
Longit_batch1_39,SPL,1091752.5,278250.8,51813.793,1953760.3,2930151.5,1361643.8,5389372.5,4787312.5,190944.9,2022471.5,3424511,5836035,285249.56,46501.77,188706.36,15687.431,15795.597,44664.133,94027.6,2999473,38811356,537918.2,3503971.5,9791702,1174056,1356604.8,2489223,2677505,10616346
Longit_batch1_40,SPL,1243842.1,386237.13,76997.266,1998000.3,2676303.8,1075543,4861551,4200641,67357.46,1934338.6,4093045.8,5856113,295892.6,47163.25,70670.41,25681.58,30861.932,28876.281,38742.32,2623651,40463212,634633.25,917984.2,3281642.5,1551653.1,1988388.5,905972.4,584860,2789919.8
Longit_batch1_PQC 06,BQC,1237027.8,256076.98,66296.66,1954770,2448478.3,1857112.9,5201664,5621767.5,108921.164,2645719.8,3698810,3845114.5,242227.16,32244.639,169099.27,32758.498,38929.363,33861.656,93515.88,3952038.8,40942116,578312,2349854.5,7988166.5,1189019.8,1696844,1890707.8,1568849.3,7779881.5
Longit_batch1_41,SPL,1126639.1,256868.31,71966.59,2193741,2545161,1756660.6,5127306.5,8504912,161191.53,1674293.6,4105854.8,4450529,271679.1,35390.383,292795.28,29510.988,44211.883,27499.533,102437.016,3309122,41948616,539173.44,4207887.5,18476090,787602.4,1002366,4646699.5,3406203,18348472
Longit_batch1_42,SPL,1351688.4,407602.88,45192.25,1060358.8,2179363.8,946121.56,5152012,3596022.5,82219.63,1720196.3,4716698.5,4392821.5,250319.23,43020.324,66243.88,21980.879,27762.848,28607.182,54530.51,3548593,38604612,520276.53,818113.75,2456377.8,1951394,2364848.8,555016.4,492277.9,2195176.3
Longit_batch1_43,SPL,1465936.6,278001.22,93366.086,1589225.4,2534308.5,1108017,4662334,3930819.5,71624,2401852.8,3639572.3,4777526,176820.86,37460.17,155201.22,25822.7,32768.496,41162.113,72212.29,3479605.3,39606804,615549.9,1752859,5408104,1571213.9,2049881.5,1151492.8,1014012.3,4132221.5
Longit_batch1_44,SPL,1091374.5,339580.2,82513.19,1670925.3,2512830.3,732923.06,5195989,2649543,148731.6,2506712.8,4142589,2518344.3,140088.77,33753.54,110454.44,28846.191,36011.42,29182.748,47187.36,3325209,37028330,604723.1,3820367,10682678,1289015.1,1444647,2445135,2143869.5,10699733
Longit_batch1_45,SPL,1146105.6,248848.47,90670.49,1769065.1,2672735.5,1050743.9,4813757,3663133.3,95568.88,3218909,3582434.3,4024941,168649.6,35397.89,204219.95,22144.678,23150.031,30280.768,159997.1,4379000.5,44210252,460320.84,2702973.5,11626144,945231.3,1113919.6,2878256.8,2735193.8,10995516
Longit_batch1_46,SPL,1234815.8,359018.7,50190.43,1129121.3,2594541.5,1325269.1,5149167,5063266,122910.03,1509961.6,3638357.5,2751960.8,232690.39,41996.18,173809.3,21477.797,32709.184,35707.746,114570.266,3062538,40775370,611423,1573810.6,4660080,1315889,1781177.6,1288093.1,1639169,5545917
Longit_batch1_47,SPL,1416006,357855.6,115251.945,1624702.6,2691164.3,1181311.1,4920162.5,3969797.3,129024.71,1754276,3996467.3,4624001.5,220335.2,37767.27,190209.84,21832.574,30223.613,33739.254,132908.3,2719730.5,42808310,525702.1,3002149.8,9485902,1372289,1501124.1,2294252.5,3456135.8,9148118
Longit_batch1_48,SPL,1415687.4,259777.5,68747.02,1987009.8,2259676.5,1016370.25,5047518.5,3421378.3,131779.3,2743285.3,3575854.8,4048623.8,206546.84,37565.766,197223.44,37244.008,38253.086,33606.766,121134.41,4912657,43860284,514352.22,3699538.8,15921411,915360.94,1174903.9,3540705.8,3001172.3,16013404
Longit_batch1_49,SPL,1162553.5,193913.06,74329.75,1957684.8,2211808,1083895.3,4904381,4385899,84898.28,2720222,3499694,3638909.5,204514.45,43752.23,215631.25,35230.813,37660.438,28758.941,130898.04,4295293.5,45303732,528159.8,3306973.3,13141489,1059208.5,1224057.6,3450287.3,2542659.5,12878947
Longit_batch1_50,SPL,1638338.4,404679.78,83788.87,1849410.3,2795655.3,1007038.4,5194590.5,4325822.5,50880.875,2600487.5,3556663.8,4718387,251357.9,32056.746,88812.69,35622.4,38823.457,27309.025,57541.813,4409224,46556136,541440.25,409036.38,1351366.6,1862340.5,2199707,374969.13,336592.8,1407923.8
Longit_batch1_PQC 07,BQC,511684.16,95713.4,78090.38,2160647,2598788.3,1429481.3,4955366.5,5751031,125428.02,2499369.5,3316644.5,3685949,275967.9,48015.25,179991.83,35771.76,35827.586,35954.227,94538.914,4358955.5,47425904,479049.84,2288570.3,8409200,1091309.4,1304528.4,1988252.1,1701606.9,7162065.5
Longit_batch1_51,SPL,1313772.3,395717.53,78405.24,1170200.9,2716714.5,712380.6,4605331.5,2539770.5,74866.77,1555141.4,4519652.5,2767843.5,126466.39,40440.83,125690.91,22060.057,30851.73,33173.195,71858.266,2474129.3,41672570,689021.9,711295.06,2474908.8,1545016.8,2020746.5,649162.4,493287.06,2246117.3
Longit_batch1_52,SPL,1291633.6,241623.47,68719.83,1744099.8,2307692.8,1138163,5202256,4172124.5,388175.8,1630446.1,3905786.8,5747132,226481.6,40648.49,197037.17,19106.666,21405,28464.4,132754.95,4305927.5,38445180,590199,5861618.5,20758056,791118.7,1001871,4995646,4410161,21547398
Longit_batch1_53,SPL,994704.25,331832.1,64170.168,1544177.1,2613994.8,761915.1,4590249.5,2632553.8,427535.78,1581475.8,3866246.5,2171528.5,158933.47,36954.59,132048.2,22657.691,24969.715,30891.04,60221.332,2176653,31826992,571913.5,8271276.5,21150442,1128450.1,1626837.5,5490544,3704534,19317116
Longit_batch1_54,SPL,1309344.9,359628.56,53961.613,1349704.9,2506171.8,959124.44,4777387,3488639.5,62513.145,1560956,4015556.8,3273120,248628.63,42714.438,105635.66,35422.254,42240.52,26676.402,87022.12,3337974.5,36991732,638992.25,1087966.6,3550703.5,1982862.3,1850544.3,865577.75,678752.6,3345734
Longit_batch1_55,SPL,1370475.6,375082.9,59737.395,1114498.5,2179450,1215761.8,4921334.5,4848772,69740.52,1651001.8,3796560,3042144.5,195248.17,33884.88,122276.16,23054.865,22315.445,27701.307,65223.348,2888836,37223824,686849.8,428488.03,1352319,2087708.3,2389179,333123.75,275057.6,1404455.6
Longit_batch1_56,SPL,1010336.4,402579.72,70709.16,1229835.4,2411038,1129259.8,4843922,3759043,83644.16,1840211.1,4038106,5150944,205093.84,46864.49,105390.01,19848.123,19341.732,34336.145,42632.9,2208941.8,37659764,538707.3,1021061.8,2970482,1546340,1981677.9,798474.94,549785.75,3101604.5
Longit_batch1_57,SPL,1157286.9,222707.36,65735.234,2569451.8,2806249.8,1745423.6,4920352,9653112,95605.15,1758244.9,3689453.8,3793661,270173.16,42291.695,339232.5,41437.992,53990.51,36609.824,92135.71,3586808,41277428,524533.25,3641531.5,14989908,926138.3,1098027,3556790.5,2581530.8,12423773
Longit_batch1_58,SPL,1498751.1,314968.13,66338.35,1854958.5,1974100.3,1342834,4672552,5569304.5,83864.11,1856216.5,3352898,3709468,260600.3,44290.78,117241,30620.2,33396.652,25860.105,70049.695,2986382.5,42298896,482785.9,1363201,4928936.5,1533829.8,1851972,1082434.3,701486.06,4109127.8
Longit_batch1_59,SPL,1288080.5,287134.25,81767.61,1766169.8,2691723.3,982204.6,4909225,3181270.3,48078.24,1623939.5,3820756,3523743.5,207307.98,32583.01,156863.08,22085.697,26263.787,26464.143,100810.945,3510402.3,44056628,552379.94,1346707.5,4533064,1412042.8,1835199.9,1159965.6,702128.75,3311228.8
Longit_batch1_60,SPL,1431528.1,366700.47,55577.914,1787444.9,2066922.9,863346.94,4897360,2810634.8,59954.055,2064423.3,3558854.8,2154385,173917.56,44529.01,178108.13,29694.246,33739.297,26388.299,83363.914,2996980.8,35350396,610758.8,1263089.8,3606108.3,1793263.5,1968357.4,796060.44,825876.56,3218587.5
Longit_batch1_PQC 08,BQC,1329145.8,307180.8,60832.652,1894367.5,3082324.8,1390637.1,4753795,5148241.5,101948.42,2444578,3460286.8,3543511.3,234920.03,32056.385,182790.02,26913.32,27950.178,31652.52,86355.67,3685435.8,40642170,492853.53,2058230.4,8113601,1087606.1,1271791.9,1851565.1,1499447.6,6985853
Longit_batch1_61,SPL,952688.4,194405.27,62748.195,1685642.1,2225233,1108155.8,4904093,3958789.8,87498.38,2903347.5,3204589.8,3371186.5,217554.3,30795.281,231026.31,20161.838,22719.84,34767.2,126535.914,4312853,40471852,539799.9,3660576.5,13589841,931315.9,974381.06,4243477,2706706.8,13831692
Longit_batch1_62,SPL,1040635.3,356203.56,90184.625,1104744.1,2266350.5,843766.7,4645816.5,3080597.5,36579.09,1400923,4371155.5,2744065.8,128618.625,41039.59,137012.22,17779.602,21990.031,31897.844,69065.98,1664596.1,40457196,524583.4,1588741.8,4814879,1740676.4,1777234.1,1126753.1,1152420.6,4594416.5
Longit_batch1_63,SPL,1084018.5,245620.66,55014.402,2068379,2702825.5,1350813,4689392,4940452,99581.45,2214808,4269189,5106080.5,228264.02,35273.453,182876.03,22012.896,24959.193,24995.326,112478.805,2723226.8,38456690,576554.75,3059250,8506135,1033942.9,1241494.8,2422569.5,2218520.5,9334906
Longit_batch1_64,SPL,1470595.1,320198.7,68280.91,1588427.1,2246550,1568228,4763979,5850791,241346.3,2512701.5,3739237,4398106.5,239308,40543.95,137081.84,39946.125,47292.04,33277.53,102482.89,3902613.3,45972030,620588.2,1527885.6,5265645.5,1773817,1957511.3,1011521.75,1216050,4327590.5
Longit_batch1_65,SPL,1218377,247704.58,77067.695,2179107.8,2730930,1543523.9,4580367.5,5961376.5,75598.914,1906247.1,3066623.5,3333786.8,222817.47,35769.754,180858.23,30628.607,40818.09,38255.797,64505.055,3133181.8,44469470,513066.84,2404339.5,8933019,1299047,1477004,2267258.3,1315917.3,6707911
Longit_batch1_PQC 09,BQC,925533,199608.3,75513.52,1921452.5,2002101.8,1333599.1,4580535.5,5108781,108035.91,2081795.4,3478458.8,4032583.5,231027.73,35445.54,170921.55,31053.387,33240.64,27889.398,95344.516,3764541.5,39164908,517191.44,2203167.3,7697200.5,1113615.1,1278863.1,1851864,1669542.5,7608379
Longit_batch1_PQC 09b,BQC,1064580.4,228949.34,73305.23,1931102.4,2321165,1461796.4,4720076,6144020.5,93144.96,2306726.3,3459164.8,3678571.5,231846.4,31608.414,175991.56,35385.93,34802.02,29216.422,83703.336,3497185.8,43071424,597133,2646355.8,8433578,1173204.9,1304275.1,2301032,1737397.6,7584183.5
Longit_batch2_PQC 10,BQC,1355097.3,306770.84,63133.133,1675815.5,2184088,1166587.8,4840481,4702051,99599.32,1868439.6,3686622.3,3719379,194871.14,44480.57,181677.13,25277.615,24758.182,26854.613,78116.19,3278580.5,41253240,522584.6,2253251.8,8239746.5,1317217.1,1435207.5,1934470.3,1361261.6,6737260.5
Longit_batch2_PQC 11,BQC,1424295.5,345247.38,65372.996,1874903.3,2507063.3,1301455.4,4933119,4551844.5,101044.695,2039545.1,3901486.3,3937177,248152.16,46531.996,163395.6,34336.57,37939.24,25609.797,82395.97,3539168.3,39470376,579214.6,2451978,7911189.5,1208759.6,1575726.3,1632187.6,1395903.8,6541341.5
Longit_batch2_1,SPL,756877.06,163673.38,74010.17,2450292.3,2745128,1285856.3,4826132,5122791.5,71031.89,1676131.5,3422023,5561404.5,235635.08,33558.336,351327.97,25491.885,33701.047,36548.117,117016.484,3685246.3,31349098,532343,4746202.5,19157130,717536.8,750007.3,4765856.5,2894338,17413848
Longit_batch2_2,SPL,1585896.8,368546.25,101613.29,2024609.5,2304902.8,1261973.3,4902127.5,4707836.5,134693.1,2252118.8,4435858,1973124.1,151870.34,32320.21,135982.02,30697.082,35210.313,38381.18,65033.18,4321513.5,44265390,613079.25,1314378.9,3566365,1600520.3,2016731.8,866490.1,1128294.3,3637356.3
Longit_batch2_3,SPL,851676.75,310419,51487.504,1331947,2523462.5,971352.25,4936147.5,3565394.8,80638.83,1368986.4,4017793,2734217.8,142307.05,40381.363,248440.17,21693.309,24890.47,30901.8,103196.586,1970105.9,30191572,678998.75,3950434.3,13663155,1394771.4,1448525.6,2957512,1583830.6,9729782
Longit_batch2_4,SPL,958622.75,360498.38,67542.78,1199647.5,2694837.5,897175.6,4798902,3203055,236762.2,1661238.9,4901448.5,3422557.5,166491.27,37537.695,128255.09,17703.205,21073.49,29900.605,73487.64,3350105.3,38721650,619000.44,1170357.3,3673114,1973659,1912320.8,913369.06,786984.94,3659050
Longit_batch2_5,SPL,1337876.9,341538.63,62084.516,1054751.1,2734597.5,1362733,5102732.5,4405925.5,21256.838,2057030.1,4763746,7018179,205044.72,39211.707,109241.6,17614.11,15741.405,35802.266,64952.63,1705280,38437280,522285.66,393896.4,1732764.9,1780442.5,2322724.5,474877.75,331264.7,1831470.8
Longit_batch2_6,SPL,1638870.1,366225,91704.45,1938466,3093320.5,1406780.4,4838069,5667662.5,287085.56,1997238.3,3908605.5,2744345.5,204746.08,39139.934,159173.92,38127.297,41969.113,33371.938,58258.516,3196543.8,43894920,589175.1,2275270.5,7958498.5,1759055,2084995.8,1155780.5,2654677.5,7257259
